domain,category,credibility_score,sources,iffy_factual,iffy_bias,iffy_score,tranco_rank,domain_age_years,domain_registered,factcheck_claims,safe_browsing_flagged,score_cat,score_iffy,score_tranco,score_age,score_factcheck,score_safebrowsing
nwarkansasnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwatlantanews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:28Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwbergennews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:15Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
nwclarknews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwconnnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwfranklinnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:23Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwgeorgianews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwillinoisnews.com,unreliable,0.105,1,M,FN,0.2,,9.7,2016-06-07T18:40:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwiowanews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:03Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwjerseynews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:14Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwkansasnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwlaketimes.com,unreliable,0.105,1,M,FN,0.2,,3.6,2022-07-25T15:35:06Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwlatimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwlouisiananews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwminnesotanews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwmissnews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:26Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwmissouritimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:28Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwmontananews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwnewmexiconews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwohiotimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwoklahomanews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:18Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
nwriversidenews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:43Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwtwincities.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwvalleytimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nwwaynenews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:48Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nybusinessdaily.com,unreliable,0.105,1,M,FN,0.2,,8.0,2018-02-16T20:55:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nycgazette.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
nymeta.co,unreliable,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
nzdsos.com,unreliable,0.09,1,L,CP,0.1,,4.8,2021-05-30T05:26:10Z,,,0.1,0.1,0.1,0.1,0.1,0.1
oaklandcitywire.com,unreliable,0.105,1,M,FN,0.2,,5.2,2020-12-07T03:17:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
oaklandtimes.org,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:38.515Z,,,0.1,0.2,0.1,0.1,0.1,0.1
oann.com,mixed,0.165,2,L,FN,0.1,44210,21.6,2004-08-12T18:41:11Z,,,0.2,0.1,0.2,0.2,0.2,0.2
oathkeepers.org,mixed,0.173,2,L,FN,0.1,552696,17.0,2009-03-01T21:07:55.424Z,,,0.2,0.1,0.35,0.2,0.2,0.2
objectiveministries.org,satire,0.27,1,,,,,20.5,2005-08-29T04:39:02.899Z,,,0.3,0.3,0.3,0.3,0.3,0.3
objectivist.co,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
observer.com,mixed,0.175,1,,,,6388,31.9,1994-04-23T04:00:00Z,,,0.2,0.2,0.1,0.2,0.2,0.2
ocalastandard.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
occupy.com,mixed,0.188,1,,,,259230,27.5,1998-09-10T04:00:00Z,,,0.2,0.2,0.35,0.2,0.2,0.2
occupydemocrats.com,unreliable,0.225,2,L,FN,0.1,453930,13.2,2012-12-25T19:25:18Z,3,,0.2,0.1,0.35,0.2,0.55,0.2
occupyliberals.com,mixed,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
occupyyourself.org,unreliable,0.105,1,M,CP,0.2,,14.4,2011-09-29T09:31:48.714Z,,,0.1,0.2,0.1,0.1,0.1,0.1
oceancountyleader.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
off-guardian.org,mixed,0.188,2,M,CP,0.2,101898,10.9,2015-04-15T12:15:08.811Z,,,0.2,0.2,0.35,0.2,0.2,0.2
offgridsurvival.com,conspiracy,0.103,1,,,,612870,18.2,2007-12-17T18:59:59Z,,,0.1,0.1,0.35,0.1,0.1,0.1
offthegridnews.com,unreliable,0.118,1,M,CP,0.2,188434,16.1,2010-01-07T21:09:26Z,,,0.1,0.2,0.35,0.1,0.1,0.1
oftwominds.com,mixed,0.188,1,,,,406846,26.2,1999-12-31T20:37:17Z,,,0.2,0.2,0.35,0.2,0.2,0.2
ohioindependent.com,unreliable,0.105,1,M,FN,0.2,,3.8,2022-05-01T18:10:27Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
oilgeopolitics.net,conspiracy,0.09,1,,,,,21.0,2005-03-16T23:53:18Z,,,0.1,0.1,0.1,0.1,0.1,0.1
okcstandard.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
okeechobeetimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
okeefemediagroup.com,unreliable,0.118,1,M,FN,0.2,910751,3.0,2023-03-07T20:55:00Z,,,0.1,0.2,0.35,0.1,0.1,0.1
oldnorthnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
omahacitywire.com,unreliable,0.105,1,M,FN,0.2,,5.2,2020-12-07T03:17:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
oneidatimes.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:10Z,,,0.1,0.2,0.1,0.1,0.1,0.1
onepoliticalplaza.com,fake,0.06,1,,,,616526,13.2,2012-12-09T14:31:34Z,,,0.05,0.05,0.35,0.05,0.05,0.05
online-updates.net,unreliable,0.105,1,M,CP,0.2,,5.4,2020-10-21T17:43:06Z,,,0.1,0.2,0.1,0.1,0.1,0.1
onlineconservativepress.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
onslownews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:10Z,,,0.1,0.2,0.1,0.1,0.1,0.1
openmagazines.com,fake,0.045,1,,,,,6.0,2020-03-15T18:22:54Z,,,0.05,0.05,0.05,0.05,0.05,0.05
openmindmagazine.com,mixed,0.18,1,,,,,4.3,2021-11-11T19:05:14Z,,,0.2,0.2,0.2,0.2,0.2,0.2
organicconsumers.org,unreliable,0.095,1,L,CP,0.1,53621,27.2,1998-12-14T05:00:00.995Z,,,0.1,0.1,0.2,0.1,0.1,0.1
organicfacts.net,unreliable,0.11,1,M,CP,0.2,49750,19.6,2006-07-17T14:22:35Z,,,0.1,0.2,0.2,0.1,0.1,0.1
orientalreview.org,mixed,0.188,1,,,,555272,,,,,0.2,0.2,0.35,0.2,0.2,0.2
origo.hu,unreliable,0.105,1,M,FN,0.2,6817,,,,,0.1,0.2,0.1,0.1,0.1,0.1
orinocotribune.com,unreliable,0.103,1,L,FN,0.1,370259,7.3,2018-11-22T17:56:34Z,,,0.1,0.1,0.35,0.1,0.1,0.1
orlandostandard.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
orthochristian.com,unreliable,0.118,1,M,FN,0.2,231804,15.7,2010-07-06T10:58:22Z,,,0.1,0.2,0.35,0.1,0.1,0.1
other98.com,unreliable,0.165,2,L,FN,0.1,,15.9,2010-04-23T00:12:26Z,,,0.2,0.1,0.2,0.2,0.2,0.2
otptribune.com,unreliable,0.105,1,M,FN,0.2,,3.5,2022-08-15T20:17:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
ourhealthguides.com,unreliable,0.09,1,L,CP,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
outerbankstimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:19Z,,,0.1,0.2,0.1,0.1,0.1,0.1
outragedpatriot.com,unreliable,0.09,1,L,FN,0.1,,6.4,2019-10-01T20:30:42Z,,,0.1,0.1,0.1,0.1,0.1,0.1
overpassesforamerica.com,unreliable,0.105,1,M,FN,0.2,,12.5,2013-08-15T07:05:09Z,,,0.1,0.2,0.1,0.1,0.1,0.1
oxfordreporter.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
oye.news,unreliable,0.095,1,L,CP,0.1,,0.4,2025-09-26T15:16:08.465Z,,,0.1,0.1,0.1,0.2,0.1,0.1
pacatholictribune.com,unreliable,0.105,1,M,FN,0.2,,5.6,2020-08-07T18:17:13Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pacificpundit.com,unreliable,0.09,1,L,FN,0.1,,14.0,2012-03-01T03:48:11Z,,,0.1,0.1,0.1,0.1,0.1,0.1
pakalertpress.com,fake,0.068,2,L,CP,0.1,715814,16.8,2009-05-04T06:36:25Z,,,0.05,0.1,0.35,0.05,0.05,0.05
palmcoasttimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
palmerreport.com,mixed,0.188,1,,,,332863,12.2,2013-12-28T07:20:58Z,,,0.2,0.2,0.35,0.2,0.2,0.2
pamelageller.com,conspiracy,0.103,1,,,,552748,20.5,2005-09-12T06:03:08Z,,,0.1,0.1,0.35,0.1,0.1,0.1
panamacityreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pandemic.news,unreliable,0.143,1,VL,CP,0.0,,7.3,2018-11-18T18:34:52.66Z,3,,0.1,0.0,0.1,0.1,0.55,0.1
pantsonfirenews.com,unreliable,0.09,1,L,FN,0.1,,7.1,2019-01-23T22:27:18Z,,,0.1,0.1,0.1,0.1,0.1,0.1
parler.com,unreliable,0.095,1,L,FN,0.1,37194,27.8,1998-05-28T04:00:00Z,,,0.1,0.1,0.2,0.1,0.1,0.1
pascoreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
passaictoday.com,unreliable,0.135,1,H,FN,0.4,,5.3,2020-11-06T15:31:56Z,0,,0.1,0.4,0.1,0.1,0.1,0.1
patdollar.com,mixed,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
patientdaily.com,unreliable,0.105,1,M,FN,0.2,,10.5,2015-08-28T00:16:23Z,,,0.1,0.2,0.1,0.1,0.1,0.1
patribotics.blog,unreliable,0.095,1,L,FN,0.1,,0.7,2025-06-03T20:17:51Z,,,0.1,0.1,0.1,0.2,0.1,0.1
patriotchronicle.com,mixed,0.18,1,,,,,10.0,2016-03-01T05:45:32Z,,,0.2,0.2,0.2,0.2,0.2,0.2
patriotfetch.com,unreliable,0.09,1,L,FN,0.1,,5.1,2021-01-27T03:20:51Z,,,0.1,0.1,0.1,0.1,0.1,0.1
patriotfires.com,unreliable,0.09,1,L,FN,0.1,,9.9,2016-04-17T08:53:13Z,,,0.1,0.1,0.1,0.1,0.1,0.1
patriotfront.us,unreliable,0.188,1,VL,FN,0.0,,,,1,,0.1,0.0,0.1,0.1,0.85,0.1
patrioticpost.com,unreliable,0.09,1,L,FN,0.1,,6.0,2020-02-18T07:33:52Z,,,0.1,0.1,0.1,0.1,0.1,0.1
patrioticviralnews.com,unreliable,0.09,1,L,FN,0.1,,9.7,2016-06-28T17:54:10Z,,,0.1,0.1,0.1,0.1,0.1,0.1
patriotjournal.org,unreliable,0.105,1,M,FN,0.2,,9.9,2016-03-30T21:18:49.717Z,,,0.1,0.2,0.1,0.1,0.1,0.1
patriotnewsdaily.com,satire,0.27,1,,,,,11.5,2014-09-05T20:20:46Z,,,0.3,0.3,0.3,0.3,0.3,0.3
patriotnewsfeed.com,unreliable,0.105,1,M,FN,0.2,,10.0,2016-02-22T01:58:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
patriotpost.us,mixed,0.188,1,,,,124320,,,,,0.2,0.2,0.35,0.2,0.2,0.2
patriotpulse.net,unreliable,0.118,1,M,FN,0.2,340362,8.5,2017-08-14T16:47:56Z,,,0.1,0.2,0.35,0.1,0.1,0.1
patriotrising.com,mixed,0.18,1,,,,,14.6,2011-08-08T00:22:14Z,,,0.2,0.2,0.2,0.2,0.2,0.2
patriots.win,unreliable,0.095,1,L,FN,0.1,46477,5.1,2021-01-20T11:22:43Z,,,0.1,0.1,0.2,0.1,0.1,0.1
patriots4truth.org,unreliable,0.075,1,VL,CP,0.0,,8.2,2017-12-25T18:38:20.285Z,,,0.1,0.0,0.1,0.1,0.1,0.1
patriotupdate.com,mixed,0.18,1,,,,,16.8,2009-06-01T15:12:22Z,0,,0.2,0.2,0.2,0.2,0.2,0.2
patriotuproar.com,unreliable,0.105,1,M,FN,0.2,,5.7,2020-06-30T05:29:40Z,,,0.1,0.2,0.1,0.1,0.1,0.1
paulcraigroberts.org,mixed,0.158,2,VL,CP,0.0,110235,14.5,2011-08-18T18:01:27.708Z,,,0.2,0.0,0.35,0.2,0.2,0.2
pcmustdie.com,unreliable,0.09,1,L,FN,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
pdmj.org,unreliable,0.075,1,VL,CP,0.0,,5.4,2020-10-11T18:20:59.034Z,,,0.1,0.0,0.1,0.1,0.1,0.1
peacegardennews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
peachtreegazette.com,unreliable,0.105,1,M,FN,0.2,,3.5,2022-08-15T20:17:27Z,,,0.1,0.2,0.1,0.1,0.1,0.1
peachtreetimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:25Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pelicanstatenews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pennsylvaniadailystar.com,unreliable,0.135,1,H,FN,0.4,,5.1,2021-01-10T16:23:18Z,,,0.1,0.4,0.1,0.1,0.1,0.1
pennsylvaniaindependent.com,unreliable,0.105,1,M,FN,0.2,,8.6,2017-08-12T18:23:05Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pensacolatimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
peoriastandard.com,unreliable,0.105,1,M,FN,0.2,,10.1,2016-01-22T15:19:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
perezhilton.com,unreliable,0.11,1,M,FN,0.2,32602,21.1,2005-02-07T04:35:25Z,,,0.1,0.2,0.2,0.1,0.1,0.1
personalinterpretation.com,unreliable,0.09,1,L,FN,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
personalliberty.com,unreliable,0.103,1,L,FN,0.1,621697,22.8,2003-05-02T18:10:37Z,,,0.1,0.1,0.35,0.1,0.1,0.1
peta.org,unreliable,0.11,1,M,CP,0.2,10930,30.4,1995-09-26T04:00:00.668Z,,,0.1,0.2,0.2,0.1,0.1,0.1
phxreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:26Z,,,0.1,0.2,0.1,0.1,0.1,0.1
physiciansforinformedconsent.org,unreliable,0.075,1,VL,CP,0.0,,9.8,2016-05-08T01:42:19.094Z,,,0.1,0.0,0.1,0.1,0.1,0.1
piedmonttribune.com,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pimatimes.com,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T16:55:35Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
pinaltoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pinebelttimes.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pinehursttoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:30Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pinellastimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pinestatenews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:27Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
pjmedia.com,mixed,0.18,2,M,FN,0.2,25335,26.5,1999-08-26T05:11:55Z,,,0.2,0.2,0.2,0.2,0.2,0.2
planetaprisao.com.br,unreliable,0.075,1,VL,CP,0.0,,3.5,2022-08-30T16:24:47Z,,,0.1,0.0,0.1,0.1,0.1,0.1
platosguns.com,mixed,0.18,1,,,,,10.5,2015-08-31T08:14:58Z,,,0.2,0.2,0.2,0.2,0.2,0.2
plattenews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:19Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pocatellotimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pointreport.org,unreliable,0.095,1,L,FN,0.1,,1.8,2024-05-07T20:20:12.931Z,,,0.1,0.1,0.1,0.2,0.1,0.1
political-discussion.com,unreliable,0.09,1,L,FN,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
politicalanimalnews.com,unreliable,0.105,1,M,FN,0.2,,6.2,2019-12-05T22:23:59Z,,,0.1,0.2,0.1,0.1,0.1,0.1
politicalblindspot.com,conspiracy,0.09,1,,,,,12.8,2013-05-14T15:31:01Z,,,0.1,0.1,0.1,0.1,0.1,0.1
politicalcult.com,mixed,0.18,1,,,,,10.6,2015-07-24T23:31:09Z,,,0.2,0.2,0.2,0.2,0.2,0.2
politicalears.com,unreliable,0.09,1,,,,,8.2,2017-12-15T19:56:11Z,,,0.1,0.1,0.1,0.1,0.1,0.1
politicalmayhem.news,unreliable,0.09,1,L,FN,0.1,,5.9,2020-04-02T18:08:43.927Z,0,,0.1,0.1,0.1,0.1,0.1,0.1
politicalo.com,fake,0.045,1,,,,,10.6,2015-08-10T18:38:56Z,,,0.05,0.05,0.05,0.05,0.05,0.05
politicalsitenews.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
politicalupdator.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
politichicks.com,unreliable,0.09,1,L,FN,0.1,,16.8,2009-05-27T03:35:34Z,,,0.1,0.1,0.1,0.1,0.1,0.1
politicono.com,fake,0.053,1,,,,,0.9,2025-04-23T13:17:20Z,,,0.05,0.05,0.05,0.2,0.05,0.05
politicops.com,satire,0.27,1,,,,,10.0,2016-03-11T10:50:23Z,,,0.3,0.3,0.3,0.3,0.3,0.3
politicot.com,satire,0.27,1,,,,,9.9,2016-04-09T22:37:37Z,,,0.3,0.3,0.3,0.3,0.3,0.3
politicsintheusa.com,unreliable,0.09,1,,,,,8.7,2017-07-07T19:05:21Z,,,0.1,0.1,0.1,0.1,0.1,0.1
politicslive.net,unreliable,0.075,1,VL,FN,0.0,,,,,,0.1,0.0,0.1,0.1,0.1,0.1
politicsonline.net,unreliable,0.09,1,L,FN,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
politicsusanews.com,fake,0.045,1,,,,,4.6,2021-07-17T18:05:15Z,,,0.05,0.05,0.05,0.05,0.05,0.05
politicususa.com,unreliable,0.188,1,,,,116049,18.1,2008-01-31T18:58:55Z,,,0.2,0.2,0.35,0.2,0.2,0.2
politifact.news,unreliable,0.083,1,L,FN,0.1,,10.6,2015-08-05T20:01:38.337Z,16,,0.1,0.1,0.1,0.1,0.05,0.1
politnavigator.net,unreliable,0.11,1,M,FN,0.2,85042,12.1,2014-02-11T19:45:45Z,,,0.1,0.2,0.2,0.1,0.1,0.1
politros.com,unreliable,0.122,1,M,FN,0.2,476574,0.1,2026-01-29T19:35:30Z,,,0.1,0.2,0.35,0.2,0.1,0.1
polktimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pollhype.com,unreliable,0.18,1,,,,,0.1,2026-02-01T19:20:04Z,,,0.2,0.2,0.2,0.2,0.2,0.2
pollution.news,unreliable,0.165,1,VL,CP,0.0,,8.4,2017-10-24T18:07:33.1Z,2,,0.1,0.0,0.1,0.1,0.7,0.1
pomonavalleynews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pontiactimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:26Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pop.org,unreliable,0.103,1,L,FN,0.1,482748,30.0,1996-02-23T05:00:00.773Z,,,0.1,0.1,0.35,0.1,0.1,0.1
populartechnology.net,unreliable,0.105,1,M,CP,0.2,,20.9,2005-04-11T13:35:25Z,,,0.1,0.2,0.1,0.1,0.1,0.1
populist.press,unreliable,0.095,1,L,FN,0.1,,0.1,2026-01-13T07:33:12.0Z,0,,0.1,0.1,0.1,0.2,0.1,0.1
populistpress.com,unreliable,0.09,1,L,FN,0.1,,11.1,2015-02-08T03:16:35Z,,,0.1,0.1,0.1,0.1,0.1,0.1
portagetimes.com,unreliable,0.105,1,M,FN,0.2,,6.6,2019-07-11T13:02:34Z,,,0.1,0.2,0.1,0.1,0.1,0.1
portlandcourant.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
portlandmainenews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:27Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
positivehealthwellness.com,unreliable,0.118,1,M,CP,0.2,578003,10.0,2016-02-19T00:54:51Z,,,0.1,0.2,0.35,0.1,0.1,0.1
powderedwigsociety.com,unreliable,0.09,1,L,FN,0.1,,12.6,2013-07-18T00:30:28Z,,,0.1,0.1,0.1,0.1,0.1,0.1
powerpoliticians.com,unreliable,0.09,1,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
prageru.com,unreliable,0.095,1,L,FN,0.1,51020,17.5,2008-08-17T00:55:25Z,0,,0.1,0.1,0.2,0.1,0.1,0.1
prairiestatewire.com,unreliable,0.105,1,M,FN,0.2,,8.7,2017-06-28T20:41:33Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pravda.ru,mixed,0.175,1,,,,4838,,,,,0.2,0.2,0.1,0.2,0.2,0.2
pravdareport.com,mixed,0.158,2,VL,FN,0.0,352976,10.3,2015-11-03T19:32:45Z,,,0.2,0.0,0.35,0.2,0.2,0.2
prayingmedic.com,unreliable,0.075,1,VL,CP,0.0,,12.9,2013-04-25T18:29:39Z,,,0.1,0.0,0.1,0.1,0.1,0.1
prepareforchange.net,unreliable,0.103,1,L,CP,0.1,299166,12.8,2013-05-26T16:39:35Z,,,0.1,0.1,0.35,0.1,0.1,0.1
preppersdailynews.com,unreliable,0.09,1,L,FN,0.1,,8.5,2017-09-07T18:31:46Z,,,0.1,0.1,0.1,0.1,0.1,0.1
prepperwebsite.com,conspiracy,0.09,1,,,,,14.5,2011-09-18T22:11:57Z,,,0.1,0.1,0.1,0.1,0.1,0.1
president45donaldtrump.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
presidentialhill.com,unreliable,0.09,1,L,FN,0.1,,5.2,2020-12-16T06:41:21Z,,,0.1,0.1,0.1,0.1,0.1,0.1
presidentialvoting2016.com,mixed,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
presscalifornia.com,unreliable,0.075,1,VL,FN,0.0,,9.0,2017-02-14T23:26:11Z,,,0.1,0.0,0.1,0.1,0.1,0.1
presscorp.org,unreliable,0.105,1,M,FN,0.2,,10.9,2015-03-24T22:55:03.325Z,,,0.1,0.2,0.1,0.1,0.1,0.1
pressfortruth.ca,unreliable,0.105,1,M,CP,0.2,,18.3,2007-11-01T20:00:09Z,,,0.1,0.2,0.1,0.1,0.1,0.1
presstv.com,mixed,0.218,2,L,FN,0.1,84867,23.9,2002-04-05T03:55:48Z,3,,0.2,0.1,0.2,0.2,0.55,0.2
presstv.ir,mixed,0.18,1,,,,22235,,,,,0.2,0.2,0.2,0.2,0.2,0.2
preventgenocide2030.org,unreliable,0.075,1,VL,CP,0.0,,3.5,2022-08-28T03:30:42.63Z,,,0.1,0.0,0.1,0.1,0.1,0.1
principia-scientific.com,unreliable,0.103,1,L,CP,0.1,296658,6.7,2019-06-20T14:18:54Z,,,0.1,0.1,0.35,0.1,0.1,0.1
principia-scientific.org,unreliable,0.103,1,L,CP,0.1,669633,15.2,2010-12-08T11:50:09.702Z,,,0.1,0.1,0.35,0.1,0.1,0.1
prisonplanet.com,conspiracy,0.08,2,VL,CP,0.0,61344,24.7,2001-06-14T10:32:34Z,,,0.1,0.0,0.2,0.1,0.1,0.1
