domain,category,credibility_score,sources,iffy_factual,iffy_bias,iffy_score,tranco_rank,domain_age_years,domain_registered,factcheck_claims,safe_browsing_flagged,score_cat,score_iffy,score_tranco,score_age,score_factcheck,score_safebrowsing
tashnews.com,unreliable,0.09,1,L,FN,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
tasnimnews.com,unreliable,0.11,1,M,FN,0.2,26154,13.6,2012-07-10T12:44:36Z,,,0.1,0.2,0.2,0.1,0.1,0.1
tass.com,unreliable,0.11,1,M,FN,0.2,13937,32.5,1993-09-17T04:00:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
tass.ru,unreliable,0.105,1,M,FN,0.2,3708,,,6,,0.1,0.2,0.1,0.1,0.1,0.1
tbdailynews.com,unreliable,0.118,1,M,FN,0.2,657432,7.3,2018-11-16T15:25:13Z,,,0.1,0.2,0.35,0.1,0.1,0.1
tdnewswire.com,unreliable,0.08,1,VL,FN,0.0,,0.3,2025-10-28T21:51:59Z,,,0.1,0.0,0.1,0.2,0.1,0.1
tdtalliance.com,fake,0.053,2,L,FN,0.1,,10.5,2015-09-08T21:07:35Z,,,0.05,0.1,0.05,0.05,0.05,0.05
teaparty.org,fake,0.068,2,L,FN,0.1,670491,21.5,2004-09-02T18:54:10.753Z,,,0.05,0.1,0.35,0.05,0.05,0.05
teapartypatriots.org,unreliable,0.118,1,M,FN,0.2,564458,17.0,2009-03-10T22:59:23.005Z,,,0.1,0.2,0.35,0.1,0.1,0.1
technocracy.news,unreliable,0.088,1,VL,CP,0.0,154043,10.5,2015-09-14T13:37:25.583Z,,,0.1,0.0,0.35,0.1,0.1,0.1
technocrats.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:08.767Z,,,0.1,0.0,0.1,0.1,0.1,0.1
techstartups.com,unreliable,0.118,1,M,FN,0.2,131170,22.6,2003-07-17T18:18:34Z,,,0.1,0.2,0.35,0.1,0.1,0.1
tehrantimes.com,unreliable,0.11,1,M,FN,0.2,30851,27.5,1998-09-11T04:00:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
telesurenglish.net,unreliable,0.11,1,M,FN,0.2,76698,11.8,2014-04-29T20:06:36Z,,,0.1,0.2,0.2,0.1,0.1,0.1
tellerreport.com,unreliable,0.118,1,M,FN,0.2,118039,7.6,2018-07-09T15:55:02Z,,,0.1,0.2,0.35,0.1,0.1,0.1
tennesseestar.com,unreliable,0.118,1,M,FN,0.2,182904,9.1,2017-01-10T23:15:48Z,,,0.1,0.2,0.35,0.1,0.1,0.1
tfp.org,unreliable,0.103,1,L,FN,0.1,435054,29.0,1997-02-20T05:00:00Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thatviralfeed.net,fake,0.045,1,,,,,9.7,2016-06-29T10:20:46Z,,,0.05,0.05,0.05,0.05,0.05,0.05
the-insider.co,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
thealternativedaily.com,unreliable,0.103,1,L,CP,0.1,206013,14.2,2011-12-07T15:51:50Z,0,,0.1,0.1,0.35,0.1,0.1,0.1
theamericanindependent.wordpress.com,fake,0.045,1,,,,,26.0,2000-03-03T12:13:23Z,,,0.05,0.05,0.05,0.05,0.05,0.05
theamericanmirror.com,unreliable,0.103,1,L,FN,0.1,668527,11.2,2014-12-14T14:38:04Z,,,0.1,0.1,0.35,0.1,0.1,0.1
theantimedia.org,unreliable,0.103,1,,,,389637,13.8,2012-05-30T23:51:15.68Z,,,0.1,0.1,0.35,0.1,0.1,0.1
theautomaticearth.com,unreliable,0.103,1,L,CP,0.1,525204,18.0,2008-02-18T17:38:08Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thebeardedpatriot.com,unreliable,0.09,1,L,FN,0.1,,12.2,2013-12-05T13:49:46Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thebeaverton.com,satire,0.273,1,,,,300094,16.0,2010-02-18T03:58:22Z,,,0.3,0.3,0.35,0.3,0.3,0.3
thebeltwayreport.com,unreliable,0.105,1,M,FN,0.2,,7.3,2018-11-13T16:56:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thebigriddle.com,fake,0.045,1,,,,,12.0,2014-02-21T14:21:30Z,,,0.05,0.05,0.05,0.05,0.05,0.05
thebl.com,unreliable,0.105,1,M,FN,0.2,,7.7,2018-07-03T18:20:06Z,,,0.1,0.2,0.1,0.1,0.1,0.1
theblacksphere.net,unreliable,0.105,1,M,FN,0.2,,17.0,2009-03-07T07:32:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
theblaze.com,mixed,0.18,2,M,FN,0.2,14566,25.4,2000-09-26T11:10:10Z,,,0.2,0.2,0.2,0.2,0.2,0.2
thebluestateconservative.com,unreliable,0.09,1,L,FN,0.1,,5.6,2020-07-28T18:30:54Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thebostontribune.com,fake,0.045,1,,,,,9.5,2016-09-17T21:10:34Z,,,0.05,0.05,0.05,0.05,0.05,0.05
thebreakingnews.com,unreliable,0.09,1,L,FN,0.1,,26.6,1999-08-09T15:44:03Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thecancunpost.com,unreliable,0.105,1,M,FN,0.2,,5.6,2020-07-22T04:01:55Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thecoloradoherald.com,unreliable,0.09,1,L,FN,0.1,,5.7,2020-06-05T17:15:23Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thecommonsenseshow.com,fake,0.053,2,VL,CP,0.0,440488,13.5,2012-08-31T21:16:27Z,,,0.05,0.0,0.35,0.05,0.05,0.05
theconnecticutstar.com,unreliable,0.105,1,M,FN,0.2,,4.2,2021-12-20T21:21:51Z,,,0.1,0.2,0.1,0.1,0.1,0.1
theconservativebrief.com,unreliable,0.105,1,M,FN,0.2,,7.8,2018-05-15T21:15:08Z,,,0.1,0.2,0.1,0.1,0.1,0.1
theconservativecentral.com,unreliable,0.09,1,L,FN,0.1,,5.5,2020-09-18T19:32:27Z,,,0.1,0.1,0.1,0.1,0.1,0.1
theconservativetreehouse.com,unreliable,0.095,1,L,FN,0.1,68192,14.4,2011-10-08T00:58:07Z,,,0.1,0.1,0.2,0.1,0.1,0.1
thecontroversialfiles.net,fake,0.045,1,,,,,8.2,2017-12-09T19:41:32Z,,,0.05,0.05,0.05,0.05,0.05,0.05
thecountersignal.com,unreliable,0.118,1,M,FN,0.2,685970,4.9,2021-04-08T19:28:35Z,,,0.1,0.2,0.35,0.1,0.1,0.1
thecovidworld.com,unreliable,0.08,1,VL,FN,0.0,,0.1,2026-01-08T19:07:14Z,,,0.1,0.0,0.1,0.2,0.1,0.1
thedailybeast.com,mixed,0.175,1,,,,2981,20.5,2005-09-08T19:37:11Z,,,0.2,0.2,0.1,0.2,0.2,0.2
thedailybell.com,unreliable,0.103,1,L,FN,0.1,311347,17.7,2008-06-19T13:28:18Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thedailycheck.net,unreliable,0.105,1,M,CP,0.2,,8.9,2017-03-25T02:30:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thedailyconspiracy.com,unreliable,0.09,1,L,CP,0.1,,8.9,2017-03-24T16:53:16Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thedailymash.co.uk,satire,0.273,1,,,,164801,18.9,2007-03-27T15:46:32Z,,,0.3,0.3,0.35,0.3,0.3,0.3
thedailysheeple.com,conspiracy,0.103,2,L,CP,0.1,453859,16.0,2010-02-12T21:27:43Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thedailywtf.com,satire,0.265,1,,,,68059,21.8,2004-05-21T17:23:22Z,,,0.3,0.3,0.2,0.3,0.3,0.3
thedcpatriot.com,unreliable,0.09,1,L,FN,0.1,,7.1,2019-01-23T22:23:29Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thedesertreview.com,unreliable,0.118,1,M,FN,0.2,322114,13.7,2012-06-11T23:01:29Z,,,0.1,0.2,0.35,0.1,0.1,0.1
theduran.com,unreliable,0.103,2,L,FN,0.1,158032,9.8,2016-04-26T09:02:45Z,,,0.1,0.1,0.35,0.1,0.1,0.1
theeconomiccollapseblog.com,conspiracy,0.095,1,,,,96121,16.2,2009-12-24T22:41:49Z,,,0.1,0.1,0.2,0.1,0.1,0.1
theepochtimes.com,unreliable,0.218,1,M,FN,0.2,5485,22.2,2003-12-17T04:02:03Z,1,,0.1,0.2,0.1,0.1,0.85,0.1
theeventchronicle.com,conspiracy,0.103,2,L,CP,0.1,564603,11.9,2014-04-18T03:19:50Z,,,0.1,0.1,0.35,0.1,0.1,0.1
theexpose.uk,unreliable,0.088,1,VL,CP,0.0,740768,5.0,2021-02-14T19:28:52Z,,,0.1,0.0,0.35,0.1,0.1,0.1
theextinctionprotocol.com,conspiracy,0.09,1,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
thefederalist.com,unreliable,0.11,1,M,FN,0.2,21305,14.0,2012-03-16T18:02:49Z,,,0.1,0.2,0.2,0.1,0.1,0.1
thefederalistpapers.org,mixed,0.173,2,L,FN,0.1,270570,15.0,2011-02-26T00:35:37.936Z,,,0.2,0.1,0.35,0.2,0.2,0.2
thefifthcolumnnews.com,mixed,0.18,1,,,,,11.1,2015-01-29T01:55:53Z,0,,0.2,0.2,0.2,0.2,0.2,0.2
theforbiddenknowledge.com,conspiracy,0.103,2,L,CP,0.1,529439,26.5,1999-08-24T19:23:43Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thefreedomtimes.com,unreliable,0.09,1,L,FN,0.1,,7.5,2018-09-02T21:09:38Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thefreepatriot.org,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
thefreethoughtproject.com,unreliable,0.103,2,L,CP,0.1,115747,12.4,2013-10-08T00:50:23Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thefrisky.com,unreliable,0.11,1,M,FN,0.2,82717,18.3,2007-10-31T16:52:43Z,,,0.1,0.2,0.2,0.1,0.1,0.1
thefullertoninformer.com,unreliable,0.075,1,VL,CP,0.0,,13.0,2013-03-05T03:57:46Z,,,0.1,0.0,0.1,0.1,0.1,0.1
thegatewaypundit.com,mixed,0.15,2,VL,FN,0.0,12041,15.1,2011-01-27T04:30:57Z,,,0.2,0.0,0.2,0.2,0.2,0.2
thegoldandoilguy.com/articles,unreliable,0.09,1,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
thegoldwater.com,unreliable,0.103,1,L,FN,0.1,154913,9.5,2016-09-07T09:30:21Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thegoptimes.com,unreliable,0.105,1,M,FN,0.2,,5.7,2020-06-12T13:27:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thegrayzone.com,unreliable,0.11,1,M,FN,0.2,66839,14.8,2011-05-31T19:14:09Z,,,0.1,0.2,0.2,0.1,0.1,0.1
theguadalajarapost.com,unreliable,0.105,1,M,FN,0.2,,5.5,2020-09-01T21:51:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
theguerreropost.com,unreliable,0.105,1,M,FN,0.2,,5.5,2020-09-01T21:50:57Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thehardtimes.net,satire,0.273,1,,,,196041,11.3,2014-11-10T05:02:39Z,,,0.3,0.3,0.35,0.3,0.3,0.3
thehayride.com,unreliable,0.103,1,L,FN,0.1,686805,16.9,2009-04-17T00:21:01Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thehealthyamerican.org,unreliable,0.075,1,VL,CP,0.0,,5.8,2020-05-18T02:47:51.417Z,,,0.1,0.0,0.1,0.1,0.1,0.1
thehighwire.com,unreliable,0.103,1,L,CP,0.1,170252,21.6,2004-08-07T18:12:02Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thehornnews.com,unreliable,0.103,1,L,FN,0.1,274503,10.7,2015-06-10T19:49:07Z,,,0.1,0.1,0.35,0.1,0.1,0.1
theineptowl.com,satire,0.27,1,,,,,19.0,2007-02-22T17:02:20Z,,,0.3,0.3,0.3,0.3,0.3,0.3
theinformedamerican.net,unreliable,0.09,1,,,,,10.0,2016-03-03T21:10:47Z,,,0.1,0.1,0.1,0.1,0.1,0.1
theintercept.com,mixed,0.205,1,,,,6387,16.4,2009-10-01T04:47:08Z,4,,0.2,0.2,0.1,0.2,0.4,0.2
theinternetpost.net,fake,0.053,1,,,,,1.7,2024-07-06T18:04:52Z,,,0.05,0.05,0.05,0.2,0.05,0.05
theiowastar.com,unreliable,0.105,1,M,FN,0.2,,7.7,2018-06-23T18:20:46Z,,,0.1,0.2,0.1,0.1,0.1,0.1
theirishsentinel.com,unreliable,0.075,1,VL,CP,0.0,,6.2,2019-12-17T11:30:26Z,,,0.1,0.0,0.1,0.1,0.1,0.1
thejeffreylord.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-09-25T18:14:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thejewishvoice.com,unreliable,0.118,1,M,FN,0.2,717993,9.4,2016-10-08T18:04:31Z,,,0.1,0.2,0.35,0.1,0.1,0.1
thelastamericanvagabond.com,unreliable,0.103,1,L,FN,0.1,238679,12.7,2013-06-10T00:18:20Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thelastgreatstand.com,fake,0.045,1,,,,,7.2,2019-01-03T19:12:13Z,,,0.05,0.05,0.05,0.05,0.05,0.05
thelastlineofdefense.org,satire,0.285,1,,,,,10.1,2016-01-19T01:31:59.603Z,4,,0.3,0.3,0.3,0.3,0.4,0.3
thelaughclub.net,unreliable,0.09,1,L,FN,0.1,,6.6,2019-07-24T13:31:06Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thelibertybeacon.com,conspiracy,0.103,2,L,CP,0.1,318454,13.4,2012-10-15T14:42:11Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thelibertydaily.com,unreliable,0.11,1,M,FN,0.2,85907,11.4,2014-10-14T02:39:10Z,,,0.1,0.2,0.2,0.1,0.1,0.1
thelibertyloft.com,unreliable,0.105,1,M,FN,0.2,,6.0,2020-02-13T02:01:58Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thelibertymill.com,unreliable,0.09,1,,,,,13.8,2012-05-02T16:20:36Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thelibertyrevolution.com,unreliable,0.09,1,L,FN,0.1,,6.7,2019-06-22T05:01:50Z,,,0.1,0.1,0.1,0.1,0.1,0.1
themadisonmisnomer.com,satire,0.27,1,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3
themazatlanpost.com,unreliable,0.118,1,M,FN,0.2,603086,7.9,2018-04-14T20:44:15Z,,,0.1,0.2,0.35,0.1,0.1,0.1
themexicocitypost.com,unreliable,0.105,1,M,FN,0.2,,7.1,2019-01-07T06:48:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
themichiganstar.com,unreliable,0.105,1,M,FN,0.2,,9.1,2017-01-15T20:10:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
themideastbeast.com,satire,0.27,1,,,,,11.0,2015-03-01T08:50:52Z,,,0.3,0.3,0.3,0.3,0.3,0.3
themillenniumreport.com,unreliable,0.103,1,L,FN,0.1,421112,11.6,2014-07-08T17:58:39Z,,,0.1,0.1,0.35,0.1,0.1,0.1
themindunleashed.com,conspiracy,0.103,2,L,CP,0.1,470313,13.1,2013-01-18T00:38:35Z,,,0.1,0.1,0.35,0.1,0.1,0.1
themindunleashed.org,conspiracy,0.103,1,,,,457794,12.9,2013-04-12T21:40:52.696Z,,,0.1,0.1,0.35,0.1,0.1,0.1
theminnesotasun.com,unreliable,0.105,1,M,FN,0.2,,7.7,2018-06-23T03:30:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
themoralofthestory.us,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
themostimportantnews.com,unreliable,0.103,1,L,FN,0.1,488546,16.8,2009-05-19T02:38:23Z,,,0.1,0.1,0.35,0.1,0.1,0.1
themuslimissue.wordpress.com,unreliable,0.135,1,,,,,26.0,2000-03-03T12:13:23Z,,,0.15,0.15,0.15,0.15,0.15,0.15
thenationalnews.com,unreliable,0.105,1,M,FN,0.2,8926,21.1,2005-01-12T19:23:55Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thenationalpatriot.com,unreliable,0.09,1,L,FN,0.1,,14.6,2011-07-17T16:47:55Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thenationalpulse.com,unreliable,0.118,1,M,FN,0.2,118474,9.3,2016-11-15T19:31:20Z,0,,0.1,0.2,0.35,0.1,0.1,0.1
thenayaritpost.com,unreliable,0.105,1,M,FN,0.2,,5.6,2020-07-17T15:59:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thenet24h.com,fake,0.053,1,,,,,0.9,2025-04-11T18:20:15Z,,,0.05,0.05,0.05,0.2,0.05,0.05
thenevadannews.com,unreliable,0.105,1,M,FN,0.2,,2.9,2023-03-28T16:28:09Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thenewamerican.com,mixed,0.18,1,,,,41216,26.9,1999-04-15T04:00:00Z,,,0.2,0.2,0.2,0.2,0.2,0.2
thenewsdoctors.com,mixed,0.18,1,,,,,4.7,2021-06-15T18:24:30Z,,,0.2,0.2,0.2,0.2,0.2,0.2
thenewsnerd.com,satire,0.27,1,,,,,6.0,2020-02-19T19:24:49Z,,,0.3,0.3,0.3,0.3,0.3,0.3
thenewyorkevening.com,fake,0.045,1,,,,,9.9,2016-04-23T18:30:32Z,,,0.05,0.05,0.05,0.05,0.05,0.05
theoaxacapost.com,unreliable,0.105,1,M,FN,0.2,,5.7,2020-06-17T23:31:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
theohiostar.com,unreliable,0.105,1,M,FN,0.2,,9.1,2017-01-15T20:10:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
theonion.com,satire,0.26,1,,,,7399,30.9,1995-03-21T05:00:00Z,,,0.3,0.3,0.1,0.3,0.3,0.3
theorganicprepper.com,unreliable,0.118,1,M,CP,0.2,414131,12.1,2014-01-30T19:12:55Z,0,,0.1,0.2,0.35,0.1,0.1,0.1
thepatriotictimes.com,unreliable,0.105,1,M,FN,0.2,,6.8,2019-05-14T13:40:58Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thepatriotjournal.com,unreliable,0.118,1,M,FN,0.2,617378,9.8,2016-05-31T20:47:17Z,,,0.1,0.2,0.35,0.1,0.1,0.1
thepatriotlight.com,unreliable,0.09,1,L,FN,0.1,,6.8,2019-05-21T04:55:25Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thepatriotnation.net,unreliable,0.09,1,L,FN,0.1,,12.8,2013-05-13T15:04:06Z,0,,0.1,0.1,0.1,0.1,0.1,0.1
thepatriotnurse.com,unreliable,0.105,1,M,FN,0.2,,15.1,2011-01-12T21:02:13Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thephaser.com,conspiracy,0.075,2,VL,CP,0.0,,12.2,2013-12-17T00:43:13Z,,,0.1,0.0,0.1,0.1,0.1,0.1
thepoke.co.uk,satire,0.273,1,,,,286113,23.9,2002-03-22T16:16:31Z,,,0.3,0.3,0.35,0.3,0.3,0.3
thepoliticalinsider.com,conspiracy,0.103,2,L,FN,0.1,233142,19.8,2006-05-31T22:53:37Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thepolitics.online,unreliable,0.095,1,L,FN,0.1,,0.4,2025-09-19T04:33:21.0Z,,,0.1,0.1,0.1,0.2,0.1,0.1
thepoliticsbrief.com,unreliable,0.105,1,M,FN,0.2,,2.8,2023-04-29T07:19:50Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thepostemail.com,unreliable,0.118,1,M,FN,0.2,897282,16.3,2009-11-06T20:03:38Z,,,0.1,0.2,0.35,0.1,0.1,0.1
theproudliberal.org,unreliable,0.105,1,M,FN,0.2,,9.6,2016-07-29T18:39:42.689Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thepublicdiscourse.com,unreliable,0.103,1,L,FN,0.1,121146,17.5,2008-09-15T15:44:12Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thepulse.one,unreliable,0.09,1,L,CP,0.1,,4.8,2021-04-28T21:09:30Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thepuristonline.com,unreliable,0.09,1,L,CP,0.1,,9.1,2017-01-20T18:25:37Z,,,0.1,0.1,0.1,0.1,0.1,0.1
theqanons.com,unreliable,0.075,1,VL,CP,0.0,,6.9,2019-04-05T16:21:24Z,,,0.1,0.0,0.1,0.1,0.1,0.1
theracketreport.com,fake,0.045,1,,,,,11.1,2015-02-06T01:09:51Z,0,,0.05,0.05,0.05,0.05,0.05,0.05
theragingpatriot.org,unreliable,0.09,1,L,FN,0.1,,4.8,2021-05-16T13:20:00.614Z,,,0.1,0.1,0.1,0.1,0.1,0.1
therealstrategy.com,mixed,0.18,1,,,,,5.2,2020-12-14T19:15:10Z,,,0.2,0.2,0.2,0.2,0.2,0.2
theredelephants.com,unreliable,0.075,1,VL,FN,0.0,,9.3,2016-11-10T21:43:26Z,,,0.1,0.0,0.1,0.1,0.1,0.1
theregionnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thereligionofpeace.com,unreliable,0.103,1,L,FN,0.1,190388,23.3,2002-11-21T14:22:44Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thereporterz.com,fake,0.045,1,,,,,5.5,2020-08-24T18:12:23Z,,,0.05,0.05,0.05,0.05,0.05,0.05
therightists.com,satire,0.24,2,L,FN,0.1,,9.9,2016-04-10T13:33:16Z,,,0.3,0.1,0.3,0.3,0.3,0.3
therightscoop.com,fake,0.083,2,M,FN,0.2,157519,17.1,2009-01-25T21:12:54Z,,,0.05,0.2,0.35,0.05,0.05,0.05
therightstuff.biz,unreliable,0.113,2,VL,FN,0.0,,13.4,2012-10-04T03:18:13Z,,,0.15,0.0,0.15,0.15,0.15,0.15
therundownlive.com,unreliable,0.09,1,L,CP,0.1,,12.7,2013-06-12T20:03:00Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thescoop.us,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
theseattletribune.com,satire,0.27,1,,,,,9.2,2017-01-02T00:19:00Z,,,0.3,0.3,0.3,0.3,0.3,0.3
theshovel.com.au,satire,0.273,1,,,,524788,,,,,0.3,0.3,0.35,0.3,0.3,0.3
theskunk.org,satire,0.27,1,,,,,17.6,2008-07-31T02:32:29.872Z,,,0.3,0.3,0.3,0.3,0.3,0.3
thesonorapost.com,unreliable,0.105,1,M,FN,0.2,,5.5,2020-09-01T21:50:57Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thespectator.info,unreliable,0.075,1,VL,FN,0.0,,6.2,2019-12-02T18:57:27.167Z,,,0.1,0.0,0.1,0.1,0.1,0.1
thespoof.com,satire,0.273,1,,,,375669,22.9,2003-03-25T17:36:31Z,,,0.3,0.3,0.35,0.3,0.3,0.3
thestarnewsnetwork.com,unreliable,0.118,1,M,FN,0.2,619268,6.2,2020-01-01T17:55:36Z,,,0.1,0.2,0.35,0.1,0.1,0.1
thestatelyharold.com,satire,0.27,1,,,,,6.9,2019-04-18T18:04:12Z,0,,0.3,0.3,0.3,0.3,0.3,0.3
thetimesoftheworld.com,satire,0.27,1,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3
thetruedefender.com,unreliable,0.09,1,L,FN,0.1,,5.2,2021-01-05T22:38:59Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thetruereporter.com,unreliable,0.09,1,L,FN,0.1,,5.1,2021-01-20T22:28:31Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thetrumpet.com,unreliable,0.118,1,M,CP,0.2,151506,27.8,1998-05-19T04:00:00Z,,,0.1,0.2,0.35,0.1,0.1,0.1
thetrumpmedia.com,fake,0.045,1,,,,,3.0,2023-03-09T04:17:06Z,,,0.05,0.05,0.05,0.05,0.05,0.05
thetruthaboutcancer.com,unreliable,0.173,2,L,CP,0.1,238582,15.1,2011-01-13T19:29:42Z,,,0.2,0.1,0.35,0.2,0.2,0.2
thetruthdivision.com,fake,0.045,1,,,,,10.0,2016-02-21T20:33:40Z,,,0.05,0.05,0.05,0.05,0.05,0.05
thetruthseeker.co.uk,fake,0.068,2,L,CP,0.1,248666,23.5,2002-08-30T08:59:04Z,,,0.05,0.1,0.35,0.05,0.05,0.05
thetruthvoice.net,unreliable,0.09,1,L,FN,0.1,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
thetruthwins.com,unreliable,0.188,1,,,,936354,16.9,2009-04-12T00:49:13Z,,,0.2,0.2,0.35,0.2,0.2,0.2
theunionjournal.com,unreliable,0.103,1,L,FN,0.1,550760,6.9,2019-04-23T14:11:24Z,,,0.1,0.1,0.35,0.1,0.1,0.1
theunrealtimes.com,satire,0.27,1,,,,,14.8,2011-05-04T05:47:44Z,0,,0.3,0.3,0.3,0.3,0.3,0.3
theusa-news.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
theuspatriot.com,satire,0.265,1,,,,,1.2,2024-12-22T19:21:52Z,,,0.3,0.3,0.3,0.2,0.3,0.3
thevaccinereaction.org,unreliable,0.103,1,L,CP,0.1,512435,13.1,2013-01-09T15:15:28.009Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thevalleyreport.com,satire,0.27,1,,,,,10.5,2015-08-28T22:41:53Z,,,0.3,0.3,0.3,0.3,0.3,0.3
thevirginiastar.com,unreliable,0.105,1,M,FN,0.2,,9.1,2017-01-15T20:14:30Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thewashingtonpress.com,fake,0.045,1,,,,,7.0,2019-03-11T18:08:00Z,,,0.05,0.05,0.05,0.05,0.05,0.05
thewashingtonstandard.com,unreliable,0.103,1,L,FN,0.1,351049,12.5,2013-08-20T13:54:24Z,,,0.1,0.1,0.35,0.1,0.1,0.1
thewatchtowers.com,mixed,0.18,1,,,,,15.0,2011-02-22T17:16:17Z,,,0.2,0.2,0.2,0.2,0.2,0.2
theyucatanpost.com,unreliable,0.105,1,M,FN,0.2,,8.1,2018-02-02T17:22:37Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thieme.de,unreliable,0.11,1,M,CP,0.2,37149,,,,,0.1,0.2,0.2,0.1,0.1,0.1
thinkamericana.com,unreliable,0.09,1,L,FN,0.1,,9.1,2017-02-09T20:34:34Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thinkinghumanity.com,unreliable,0.09,1,L,CP,0.1,,12.0,2014-02-21T02:03:07Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thinkingmomsrevolution.com,unreliable,0.09,1,L,CP,0.1,,14.4,2011-10-09T02:06:09Z,,,0.1,0.1,0.1,0.1,0.1,0.1
thinkprogress.org,mixed,0.18,1,,,,15811,21.2,2004-12-23T22:11:24.104Z,,,0.2,0.2,0.2,0.2,0.2,0.2
thoughtcrimeradio.net,unreliable,0.075,1,VL,CP,0.0,,16.5,2009-08-22T00:56:21Z,,,0.1,0.0,0.1,0.1,0.1,0.1
threepercenternation.com,fake,0.045,1,,,,,11.8,2014-05-20T20:31:47Z,,,0.05,0.05,0.05,0.05,0.05,0.05
threeriversgazette.com,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T16:55:13Z,,,0.1,0.2,0.1,0.1,0.1,0.1
thriveglobal.com,unreliable,0.11,1,M,CP,0.2,19489,16.8,2009-05-31T16:23:04Z,0,,0.1,0.2,0.2,0.1,0.1,0.1
